subject,session,stim,answer,conf,correct,contrast,rt,points
8,2,1,1,1,1,2,0.915147624,14
8,2,2,2,0.975,1,3,1.473514788,15
8,2,2,2,1,1,2,1.072474159,16
8,2,2,1,0.954,0,1,1.046701245,15
8,2,1,1,1,1,2,0.895279205,16
8,2,2,2,1,1,3,2.270869186,17
8,2,2,2,1,1,3,1.116085919,18
8,2,1,1,0.626,1,1,1.328837929,19
8,2,1,1,0.564,1,2,1.046649097,20
8,2,2,2,0.617,1,1,0.728509332,21
8,2,1,1,0.591,1,1,0.812333015,22
8,2,1,1,1,1,3,0.720392023,23
8,2,2,1,1,0,1,0.643329954,22
8,2,2,2,0.501,1,2,0.974386115,23
8,2,1,1,0.912,1,2,0.929920496,24
8,2,2,2,0.501,1,1,1.286346274,25
8,2,1,1,1,1,3,0.756357495,26
8,2,2,2,0.501,1,2,0.730587151,27
8,2,2,2,0.532,1,3,1.51821011,28
8,2,2,2,0.521,1,2,1.355042393,27
8,2,2,2,0.597,1,3,1.070478003,28
8,2,1,1,1,1,3,0.837817712,29
8,2,1,1,0.506,1,2,1.838513397,30
8,3,1,1,0.994,1,2,2.236156576,1
8,3,1,2,0.997,0,1,1.271467523,0
8,3,1,1,0.704,1,1,2.030984254,1
8,3,2,2,1,1,3,1.447576917,2
8,3,2,2,1,1,2,1.269980582,3
8,3,1,1,0.893,1,2,3.663001983,4
8,3,2,2,0.719,1,2,1.868502367,5
8,3,2,2,0.531,1,2,1.55544512,6
8,3,1,1,0.916,1,3,2.062648632,7
8,3,1,1,0.988,1,3,1.451648632,8
8,3,1,1,0.506,1,2,0.965409187,9
8,3,2,2,0.521,1,2,1.127490132,10
8,3,2,2,1,1,2,2.924956901,11
8,3,2,2,1,1,2,1.353417975,12
8,3,1,1,0.515,1,1,2.525022629,13
8,3,1,1,0.605,1,1,1.128058197,14
8,3,2,2,0.884,1,1,1.349667742,15
8,3,1,2,0.514,0,1,1.088642548,16
8,3,2,2,0.782,1,3,1.152071981,17
8,3,2,2,0.98,1,3,1.005139301,18
8,3,1,1,0.533,1,1,1.119704732,17
8,3,1,1,0.626,1,1,0.740489514,16
8,3,2,2,0.564,1,1,1.30438834,17
8,3,1,1,0.819,1,1,1.358842035,18
8,3,1,1,0.532,1,1,0.889716808,19
8,3,2,2,0.968,1,3,1.344399073,20
8,3,2,2,1,1,2,1.229240042,21
8,3,2,2,1,1,2,0.942443096,22
8,3,1,1,1,1,2,1.065948435,23
8,3,2,2,0.52,1,2,1.034941781,24
8,3,1,1,0.526,1,2,0.811217649,25
8,3,1,1,0.711,1,3,1.437052093,26
8,3,2,2,0.698,1,2,1.036392844,27
8,3,1,1,0.778,1,2,1.285016664,28
8,3,2,2,0.528,1,2,0.668268732,27
8,3,1,2,0.633,0,1,1.029113676,26
8,3,2,2,0.573,1,3,0.758162657,27
8,3,2,1,0.547,0,1,0.689872113,26
8,3,1,1,0.695,1,2,1.305041478,27
8,3,1,1,0.533,1,2,0.679510381,28
9,1,1,1,0.598,1,2,7.661839672,1
9,1,2,1,0.699,0,1,4.43946267,0
9,1,1,1,0.5,1,3,2.658959495,1
9,1,1,2,0.805,0,1,3.794491427,0
9,1,2,2,0.597,1,2,6.001940109,1
9,1,1,1,0.804,1,3,2.175259027,2
9,1,1,1,0.801,1,3,2.016368541,3
9,1,2,2,0.902,1,3,1.960654165,4
9,1,2,2,1,1,1,2.371916227,5
9,1,2,2,0.998,1,3,2.980478283,6
9,1,1,1,0.998,1,2,1.877593969,7
9,1,1,1,0.996,1,2,2.693963062,8
9,1,1,1,1,1,1,2.321628135,9
9,1,1,1,0.998,1,1,2.660794635,10
9,1,2,2,1,1,1,3.219862873,11
9,2,1,1,0.899,1,2,3.032634521,1
9,2,1,1,0.904,1,2,1.668164014,2
9,2,2,2,0.814,1,1,1.411912431,3
9,2,1,1,0.602,1,1,2.245820946,4
9,2,1,2,0.602,0,1,1.572354765,3
9,2,1,1,0.609,1,1,1.343000496,4
9,2,1,1,0.689,1,2,1.211436779,5
9,2,2,2,0.986,1,3,1.277327205,6
9,2,1,2,0.505,0,2,2.436352708,7
9,2,2,2,0.536,1,3,1.988488479,8
9,2,1,1,0.655,1,2,1.412726415,9
9,2,2,1,0.614,0,2,1.534666196,10
9,2,1,1,0.554,1,1,1.21711062,9
9,2,2,1,0.566,0,1,1.141213225,8
9,2,1,1,0.799,1,2,1.273199061,9
9,2,2,2,0.984,1,3,0.928650857,10
9,2,2,2,0.973,1,3,1.430140926,11
9,2,2,1,0.633,0,2,0.951268608,10
9,2,2,2,0.751,1,2,1.011452711,11
9,2,2,2,0.625,1,3,1.277548327,12
9,2,2,1,0.531,0,1,1.060450319,11
9,2,1,1,0.601,1,2,1.037463362,12
9,2,2,2,0.763,1,2,1.060073715,13
9,2,2,1,0.701,0,2,0.909263808,12
9,2,1,1,0.692,1,1,1.427042748,13
9,2,2,2,0.555,1,2,2.269043985,14
9,2,1,1,0.948,1,2,1.321867603,15
9,2,2,2,0.972,1,2,1.023981426,16
9,2,1,2,0.526,0,1,3.360715109,17
9,2,1,1,0.777,1,1,1.057843028,18
9,2,2,2,0.828,1,1,0.897258812,19
9,2,1,1,0.754,1,1,1.047484366,20
9,2,2,2,0.624,1,2,0.88136354,21
9,2,1,1,0.901,1,2,1.280408334,22
9,2,1,2,0.58,0,2,1.183773562,21
9,2,1,1,0.777,1,3,0.913364898,22
9,2,1,2,0.591,0,3,0.809716077,21
9,2,2,2,0.865,1,1,1.075929925,22
9,2,2,2,0.984,1,3,1.074916647,23
9,2,1,2,0.803,0,1,0.882054034,24
9,3,1,1,0.596,1,1,2.560398517,1
9,3,2,2,0.944,1,3,1.23357476,2
9,3,2,1,0.662,0,2,0.794799732,1
9,3,2,2,0.656,1,1,0.980485997,2
9,3,2,2,0.897,1,1,1.088371205,3
9,3,1,2,0.669,0,2,0.832189641,2
9,3,1,1,0.62,1,2,1.072883426,3
9,3,1,2,0.572,0,2,0.984103652,4
9,3,1,1,0.532,1,2,2.002633129,5
9,3,2,2,0.91,1,1,0.964609836,6
9,3,1,2,0.543,0,2,1.049876724,5
9,3,2,2,0.653,1,2,1.024663695,6
9,3,1,1,0.542,1,2,1.474978702,7
9,3,2,2,0.576,1,1,1.042594822,8
9,3,2,2,0.892,1,3,1.040676122,9
9,3,2,2,0.597,1,1,0.937359135,10
9,3,2,2,0.545,1,1,0.870653859,11
9,3,2,2,0.636,1,2,0.99865373,12
9,3,2,2,0.854,1,3,1.058379894,13
9,3,1,1,0.604,1,3,1.145480099,14
9,3,2,2,0.727,1,2,0.885070176,15
9,3,2,2,0.53,1,1,1.077125287,14
9,3,2,1,0.544,0,1,1.245316952,15
9,3,1,1,0.558,1,3,1.578962063,16
9,3,2,1,0.543,0,3,1.527367871,15
9,3,1,1,0.531,1,1,0.954729848,16
9,3,1,2,0.545,0,3,1.656268919,15
9,3,1,1,0.616,1,1,1.039786817,16
9,3,1,2,0.616,0,2,0.880115125,15
9,3,1,1,0.576,1,3,1.134078463,16
9,3,2,2,0.595,1,1,1.348768683,17
9,3,2,2,0.558,1,1,0.784128068,18
9,3,1,2,0.561,0,2,0.884135441,19
9,3,1,2,0.561,0,2,0.954439452,18
9,3,2,1,0.518,0,2,1.437994084,17
9,3,1,2,0.565,0,1,0.728634107,16
9,3,1,1,0.601,1,3,0.885693785,15
9,3,1,2,0.637,0,1,0.892091558,14
9,3,1,1,0.667,1,2,1.331387153,15
9,3,2,2,0.683,1,2,0.896336774,16
